"Name","State","eval/cosine_accuracy@1","test_cosine_accuracy@1","Sweep","ID","test_cosine_accuracy@5","test_cosine_accuracy@3","test_cosine_AUTOAI_accuracy@1","test_cosine_JURAI_accuracy@1","test_cosine_MEDAI_accuracy@1","test_cosine_REFAI_accuracy@1","context_length","add_discussion_scenario_info","model_name","batch_size","num_epochs","warmup_ratio","dataset_name","dataset_split_name","test_cosine_AUTOAI_accuracy@3","test_cosine_AUTOAI_accuracy@5","test_cosine_JURAI_accuracy@3","test_cosine_JURAI_accuracy@5","test_cosine_MEDAI_accuracy@3","test_cosine_MEDAI_accuracy@5","test_cosine_REFAI_accuracy@3","test_cosine_REFAI_accuracy@5"
"upbeat-sweep-17","finished","0.8939759036144578","0.8657074340527577","in distribution all data additional runs","es0m4l8j","0.9160671462829736","0.9112709832134293","0.9014084507042254","0.78125","0.8870967741935484","0.72","3","true","aari1995/German_Semantic_STS_V2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9295774647887324","0.9295774647887324","0.890625","0.890625","0.9193548387096774","0.9247311827956988","0.8","0.84"
"winter-sweep-10","finished","0.9253012048192772","0.8657074340527577","in distribution all data additional runs","gd17ty7n","0.9304556354916068","0.9088729016786572","0.8873239436619719","0.734375","0.9408602150537636","0.52","1","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9225352112676056","0.9366197183098592","0.84375","0.90625","0.9516129032258064","0.9623655913978496","0.68","0.72"
"usual-sweep-14","finished","0.9180722891566264","0.8633093525179856","in distrib all data","li4qmdeh","0.935251798561151","0.9232613908872902","0.8732394366197183","0.75","0.9301075268817204","0.6","0","true","T-Systems-onsite/german-roberta-sentence-transformer-v2","128","8","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9295774647887324","0.875","0.90625","0.967741935483871","0.9731182795698924","0.76","0.76"
"serene-sweep-7","finished","0.9156626506024096","0.8609112709832134","in distribution all data additional runs","bdj86o8k","0.9184652278177458","0.9112709832134293","0.8873239436619719","0.765625","0.9086021505376344","0.6","2","true","aari1995/German_Semantic_STS_V2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.908450704225352","0.9154929577464788","0.84375","0.859375","0.967741935483871","0.967741935483871","0.68","0.72"
"amber-sweep-20","finished","0.8843373493975903","0.8609112709832134","in distribution all data additional runs","mz9ipsid","0.9232613908872902","0.9136690647482014","0.8802816901408451","0.734375","0.9086021505376344","0.72","3","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.943661971830986","0.9507042253521126","0.84375","0.890625","0.935483870967742","0.935483870967742","0.76","0.76"
"cool-sweep-11","finished","0.910843373493976","0.8609112709832134","in distribution all data additional runs","om16hkc3","0.9424460431654677","0.9232613908872902","0.8943661971830986","0.703125","0.9301075268817204","0.56","2","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9366197183098592","0.9366197183098592","0.875","0.921875","0.9623655913978496","0.967741935483871","0.68","0.84"
"driven-sweep-15","finished","0.9301204819277108","0.8585131894484412","in distribution all data additional runs","1o16926l","0.947242206235012","0.9304556354916068","0.8873239436619719","0.75","0.9086021505376344","0.6","2","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9507042253521126","0.9507042253521126","0.859375","0.90625","0.956989247311828","0.9731182795698924","0.8","0.84"
"wild-sweep-6","finished","0.9156626506024096","0.8585131894484412","in distribution all data additional runs","8o0qonyv","0.9424460431654677","0.9232613908872902","0.8661971830985915","0.75","0.913978494623656","0.68","1","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9295774647887324","0.943661971830986","0.875","0.953125","0.9516129032258064","0.956989247311828","0.8","0.8"
"classic-sweep-31","finished","0.9301204819277108","0.8561151079136691","in distribution all data additional runs","9t7kg13x","0.9328537170263788","0.920863309352518","0.908450704225352","0.765625","0.8655913978494624","0.72","1","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9366197183098592","0.943661971830986","0.859375","0.875","0.9516129032258064","0.9623655913978496","0.76","0.8"
"brisk-sweep-21","finished","0.8963855421686747","0.8537170263788969","in distribution all data additional runs","b0ibwyui","0.9256594724220624","0.9040767386091128","0.852112676056338","0.78125","0.9086021505376344","0.64","3","true","aari1995/German_Semantic_STS_V2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.908450704225352","0.9154929577464788","0.890625","0.9375","0.9301075268817204","0.946236559139785","0.72","0.8"
"wobbly-sweep-37","finished","0.8939759036144578","0.8513189448441247","in distrib all data","fyt2jrdc","0.9280575539568344","0.9184652278177458","0.8802816901408451","0.71875","0.9032258064516128","0.64","3","true","aari1995/German_Semantic_STS_V2","128","8","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9295774647887324","0.9366197183098592","0.875","0.90625","0.9516129032258064","0.9516129032258064","0.72","0.76"
"lunar-sweep-3","finished","0.927710843373494","0.8513189448441247","in distribution all data additional runs","ofiy7m54","0.9400479616306956","0.9232613908872902","0.8873239436619719","0.765625","0.8817204301075269","0.64","1","true","aari1995/German_Semantic_STS_V2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.943661971830986","0.9507042253521126","0.875","0.875","0.956989247311828","0.9731182795698924","0.68","0.8"
"soft-sweep-21","finished","0.9180722891566264","0.8489208633093526","in distrib all data","jjqobnbj","0.9232613908872902","0.9088729016786572","0.8591549295774648","0.6875","0.9408602150537636","0.52","2","true","aari1995/German_Semantic_STS_V2","128","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9225352112676056","0.8125","0.859375","0.967741935483871","0.978494623655914","0.68","0.68"
"twilight-sweep-18","finished","0.9012048192771084","0.8489208633093526","in distribution all data additional runs","afgqhrqu","0.9184652278177458","0.9064748201438848","0.8943661971830986","0.828125","0.8602150537634409","0.56","3","true","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9225352112676056","0.9295774647887324","0.921875","0.921875","0.9247311827956988","0.935483870967742","0.64","0.72"
"fine-sweep-12","finished","0.8867469879518072","0.8465227817745803","in distrib all data","hur26ez7","0.935251798561151","0.920863309352518","0.8943661971830986","0.78125","0.8548387096774194","0.68","2","false","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9225352112676056","0.9366197183098592","0.890625","0.921875","0.9516129032258064","0.956989247311828","0.76","0.8"
"visionary-sweep-18","finished","0.8891566265060241","0.8441247002398081","in distrib all data","zfcaulrd","0.9232613908872902","0.9040767386091128","0.8732394366197183","0.75","0.8978494623655914","0.52","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","8","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9225352112676056","0.9295774647887324","0.859375","0.890625","0.9301075268817204","0.9516129032258064","0.72","0.76"
"fancy-sweep-19","finished","0.8746987951807229","0.8369304556354916","in distribution all data additional runs","4vi0970a","0.9016786570743404","0.8872901678657075","0.8943661971830986","0.75","0.8548387096774194","0.6","3","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9295774647887324","0.9366197183098592","0.859375","0.90625","0.8978494623655914","0.9086021505376344","0.64","0.64"
"lively-sweep-37","finished","0.9060240963855422","0.8369304556354916","in distribution all data additional runs","e6lf1aef","0.9304556354916068","0.9016786570743404","0.8661971830985915","0.765625","0.8602150537634409","0.68","2","false","aari1995/German_Semantic_STS_V2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.908450704225352","0.9295774647887324","0.890625","0.9375","0.9247311827956988","0.946236559139785","0.72","0.8"
"fresh-sweep-35","finished","0.8602409638554217","0.8369304556354916","in distribution all data additional runs","bo3l11yz","0.9280575539568344","0.9184652278177458","0.852112676056338","0.828125","0.8709677419354839","0.52","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9295774647887324","0.9366197183098592","0.875","0.875","0.946236559139785","0.9623655913978496","0.76","0.76"
"fragrant-sweep-17","finished","0.8746987951807229","0.8345323741007195","in distrib all data","mipafdpd","0.9088729016786572","0.8920863309352518","0.8802816901408451","0.78125","0.8548387096774194","0.56","3","true","deutsche-telekom/gbert-large-paraphrase-euclidean","128","8","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9225352112676056","0.9366197183098592","0.84375","0.859375","0.9032258064516128","0.9247311827956988","0.76","0.76"
"clear-sweep-36","finished","0.8554216867469879","0.8345323741007195","in distribution all data additional runs","zw8cwjqm","0.9328537170263788","0.920863309352518","0.8591549295774648","0.734375","0.8924731182795699","0.52","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9225352112676056","0.9366197183098592","0.90625","0.921875","0.9408602150537636","0.9516129032258064","0.8","0.8"
"pretty-sweep-25","finished","0.8963855421686747","0.8321342925659473","in distribution all data additional runs","9wjldqee","0.9280575539568344","0.9064748201438848","0.8661971830985915","0.765625","0.8655913978494624","0.56","1","false","aari1995/German_Semantic_STS_V2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9295774647887324","0.9295774647887324","0.890625","0.921875","0.9193548387096774","0.946236559139785","0.72","0.8"
"woven-sweep-34","finished","0.8722891566265061","0.829736211031175","in distribution all data additional runs","ak2z8i3c","0.9232613908872902","0.8992805755395683","0.8661971830985915","0.75","0.8602150537634409","0.6","2","false","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9366197183098592","0.859375","0.890625","0.9193548387096774","0.935483870967742","0.76","0.84"
"usual-sweep-38","finished","0.8674698795180723","0.829736211031175","in distribution all data additional runs","qkp4rjgv","0.9232613908872902","0.9016786570743404","0.9014084507042254","0.71875","0.8440860215053764","0.6","2","false","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9295774647887324","0.9366197183098592","0.875","0.890625","0.913978494623656","0.946236559139785","0.72","0.76"
"genial-sweep-30","finished","0.9036144578313252","0.8273381294964028","in distribution all data additional runs","s2vw118a","0.9376498800959232","0.9160671462829736","0.8380281690140845","0.796875","0.8655913978494624","0.56","1","false","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9366197183098592","0.9577464788732394","0.890625","0.9375","0.9408602150537636","0.956989247311828","0.68","0.68"
"honest-sweep-5","finished","0.8987951807228916","0.8225419664268585","in distrib all data","x2puop5o","0.8992805755395683","0.8776978417266187","0.8450704225352113","0.734375","0.8548387096774194","0.68","2","false","aari1995/German_Semantic_STS_V2","128","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.8873239436619719","0.9154929577464788","0.828125","0.859375","0.9086021505376344","0.913978494623656","0.72","0.8"
"efficient-sweep-9","finished","0.891566265060241","0.8225419664268585","in distribution all data additional runs","d8c13o3k","0.9232613908872902","0.9112709832134293","0.8450704225352113","0.703125","0.8817204301075269","0.56","1","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9225352112676056","0.859375","0.875","0.9408602150537636","0.956989247311828","0.8","0.8"
"daily-sweep-18","finished","0.8698795180722891","0.8201438848920863","in distrib all data","1a9gbxoy","0.9280575539568344","0.8992805755395683","0.8380281690140845","0.796875","0.8387096774193549","0.64","1","false","aari1995/German_Semantic_STS_V2","128","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9295774647887324","0.875","0.90625","0.9247311827956988","0.9516129032258064","0.68","0.8"
"smart-sweep-24","finished","0.8506024096385543","0.8201438848920863","in distribution all data additional runs","np7sht7r","0.8968824940047961","0.8848920863309353","0.8661971830985915","0.703125","0.8602150537634409","0.56","3","true","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9154929577464788","0.796875","0.828125","0.913978494623656","0.9247311827956988","0.72","0.76"
"feasible-sweep-26","finished","0.8746987951807229","0.815347721822542","in distrib all data","ijulipno","0.8992805755395683","0.882494004796163","0.8380281690140845","0.71875","0.8655913978494624","0.56","1","false","aari1995/German_Semantic_STS_V2","256","8","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9014084507042254","0.9014084507042254","0.828125","0.875","0.913978494623656","0.9247311827956988","0.68","0.76"
"stellar-sweep-41","finished","0.8963855421686747","0.8105515587529976","in distrib all data","uxz308mq","0.8992805755395683","0.8896882494004796","0.8309859154929577","0.734375","0.8548387096774194","0.56","1","false","aari1995/German_Semantic_STS_V2","128","8","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.8873239436619719","0.8873239436619719","0.890625","0.890625","0.9301075268817204","0.935483870967742","0.6","0.72"
"comfy-sweep-22","finished","0.8771084337349397","0.8105515587529976","in distribution all data additional runs","p3hyuc6q","0.9160671462829736","0.894484412470024","0.823943661971831","0.6875","0.8602150537634409","0.68","3","true","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.8943661971830986","0.9225352112676056","0.859375","0.875","0.9247311827956988","0.935483870967742","0.76","0.84"
"crimson-sweep-33","finished","0.9036144578313252","0.8009592326139089","in distribution all data additional runs","ytdu094x","0.9088729016786572","0.8848920863309353","0.8380281690140845","0.703125","0.8494623655913979","0.48","2","false","aari1995/German_Semantic_STS_V2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9014084507042254","0.9154929577464788","0.796875","0.84375","0.9301075268817204","0.946236559139785","0.68","0.76"
"astral-sweep-2","finished","0.8891566265060241","0.7961630695443646","in distribution all data additional runs","v8lmahpc","0.9040767386091128","0.8896882494004796","0.852112676056338","0.734375","0.8279569892473119","0.4","1","true","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.8943661971830986","0.9014084507042254","0.890625","0.90625","0.9193548387096774","0.935483870967742","0.64","0.68"
"earthy-sweep-28","finished","0.8506024096385543","0.7913669064748201","in distribution all data additional runs","9oxr1skl","0.9088729016786572","0.8896882494004796","0.8309859154929577","0.71875","0.8172043010752689","0.56","1","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9295774647887324","0.796875","0.84375","0.935483870967742","0.946236559139785","0.64","0.68"
"sleek-sweep-32","finished","0.8385542168674699","0.7841726618705036","in distribution all data additional runs","rt8tm573","0.9016786570743404","0.8848920863309353","0.8380281690140845","0.703125","0.8118279569892473","0.48","1","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.9154929577464788","0.9225352112676056","0.84375","0.859375","0.9032258064516128","0.9247311827956988","0.68","0.72"
"copper-sweep-30","finished","0.8506024096385543","0.7817745803357314","in distrib all data","u06fr6vh","0.8968824940047961","0.8729016786570744","0.8380281690140845","0.703125","0.8064516129032258","0.48","2","false","aari1995/German_Semantic_STS_V2","256","8","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9014084507042254","0.9154929577464788","0.828125","0.859375","0.8924731182795699","0.913978494623656","0.68","0.76"
"brisk-sweep-17","finished","0.8216867469879519","0.7745803357314148","in distrib all data","19x96hwf","0.9016786570743404","0.8657074340527577","0.8450704225352113","0.765625","0.7741935483870968","0.4","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","12","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.908450704225352","0.9225352112676056","0.828125","0.90625","0.8763440860215054","0.9086021505376344","0.64","0.72"
"glowing-sweep-39","finished","0.8506024096385543","0.7697841726618705","in distrib all data","phmuppnt","0.9112709832134293","0.8657074340527577","0.8732394366197183","0.671875","0.7741935483870968","0.4","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","128","8","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9014084507042254","0.9154929577464788","0.796875","0.859375","0.8924731182795699","0.9408602150537636","0.64","0.8"
"polar-sweep-12","finished","0.8144578313253013","0.7697841726618705","in distrib all data","9ddssml9","0.86810551558753","0.8393285371702638","0.8450704225352113","0.640625","0.7956989247311828","0.48","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","12","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.9014084507042254","0.9225352112676056","0.796875","0.84375","0.8333333333333334","0.8655913978494624","0.64","0.64"
