"Name","State","Hostname","eval/cosine_accuracy@1","test_cosine_accuracy@1","Agent","ID","Created","num_epochs","learning_rate","batch_size","context_length","add_discussion_scenario_info","model_name","warmup_ratio","test_cosine_AUTOAI_accuracy@1","test_cosine_JURAI_accuracy@1","test_cosine_MEDAI_accuracy@1","test_cosine_REFAI_accuracy@1","test_cosine_accuracy@5","test_cosine_accuracy@3","test_cosine_AUTOAI_accuracy@3","test_cosine_AUTOAI_accuracy@5","test_cosine_JURAI_accuracy@3","test_cosine_JURAI_accuracy@5","test_cosine_MEDAI_accuracy@3","test_cosine_MEDAI_accuracy@5","test_cosine_REFAI_accuracy@3","test_cosine_REFAI_accuracy@5"
"driven-sweep-15","finished","gpu1b","0.9301204819277108","0.8585131894484412","","1o16926l","2025-04-17T02:36:07.000Z","10","0.00003","256","2","true","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.8873239436619719","0.75","0.9086021505376344","0.6","0.947242206235012","0.9304556354916068","0.9507042253521126","0.9507042253521126","0.859375","0.90625","0.956989247311828","0.9731182795698924","0.8","0.84"
"classic-sweep-31","finished","gpu1c","0.9301204819277108","0.8561151079136691","","9t7kg13x","2025-04-21T02:51:53.000Z","10","0.00003","256","1","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.908450704225352","0.765625","0.8655913978494624","0.72","0.9328537170263788","0.920863309352518","0.9366197183098592","0.943661971830986","0.859375","0.875","0.9516129032258064","0.9623655913978496","0.76","0.8"
"brisk-sweep-21","finished","gpu1d","0.8963855421686747","0.8537170263788969","","b0ibwyui","2025-04-19T12:42:32.000Z","10","0.00003","256","3","true","aari1995/German_Semantic_STS_V2","0.1","0.852112676056338","0.78125","0.9086021505376344","0.64","0.9256594724220624","0.9040767386091128","0.908450704225352","0.9154929577464788","0.890625","0.9375","0.9301075268817204","0.946236559139785","0.72","0.8"
"wobbly-sweep-37","finished","gpu1b","0.8939759036144578","0.8513189448441247","","fyt2jrdc","2025-04-12T23:56:46.000Z","8","0.00003","128","3","true","aari1995/German_Semantic_STS_V2","0.15","0.8802816901408451","0.71875","0.9032258064516128","0.64","0.9280575539568344","0.9184652278177458","0.9295774647887324","0.9366197183098592","0.875","0.90625","0.9516129032258064","0.9516129032258064","0.72","0.76"
"lunar-sweep-3","finished","gpu1a","0.927710843373494","0.8513189448441247","","ofiy7m54","2025-04-14T16:55:19.000Z","10","0.00003","256","1","true","aari1995/German_Semantic_STS_V2","0.1","0.8873239436619719","0.765625","0.8817204301075269","0.64","0.9400479616306956","0.9232613908872902","0.943661971830986","0.9507042253521126","0.875","0.875","0.956989247311828","0.9731182795698924","0.68","0.8"
"twilight-sweep-18","finished","gpu1c","0.9012048192771084","0.8489208633093526","","afgqhrqu","2025-04-17T17:36:15.000Z","10","0.00002","256","3","true","aari1995/German_Semantic_STS_V2","0.15","0.8943661971830986","0.828125","0.8602150537634409","0.56","0.9184652278177458","0.9064748201438848","0.9225352112676056","0.9295774647887324","0.921875","0.921875","0.9247311827956988","0.935483870967742","0.64","0.72"
"soft-sweep-21","finished","gpu1c","0.9180722891566264","0.8489208633093526","","jjqobnbj","2025-04-10T13:31:00.000Z","12","0.00002","128","2","true","aari1995/German_Semantic_STS_V2","0.15","0.8591549295774648","0.6875","0.9408602150537636","0.52","0.9232613908872902","0.9088729016786572","0.9154929577464788","0.9225352112676056","0.8125","0.859375","0.967741935483871","0.978494623655914","0.68","0.68"
"fine-sweep-12","finished","gpu1c","0.8867469879518072","0.8465227817745803","","hur26ez7","2025-04-09T13:15:23.000Z","10","0.00002","256","2","false","aari1995/German_Semantic_STS_V2","0.15","0.8943661971830986","0.78125","0.8548387096774194","0.68","0.935251798561151","0.920863309352518","0.9225352112676056","0.9366197183098592","0.890625","0.921875","0.9516129032258064","0.956989247311828","0.76","0.8"
"visionary-sweep-18","finished","gpu1d","0.8891566265060241","0.8441247002398081","","zfcaulrd","2025-04-09T21:23:32.000Z","8","0.00003","256","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.15","0.8732394366197183","0.75","0.8978494623655914","0.52","0.9232613908872902","0.9040767386091128","0.9225352112676056","0.9295774647887324","0.859375","0.890625","0.9301075268817204","0.9516129032258064","0.72","0.76"
"fancy-sweep-19","finished","gpu1b","0.8746987951807229","0.8369304556354916","","4vi0970a","2025-04-17T18:15:35.000Z","10","0.00002","256","3","true","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.8943661971830986","0.75","0.8548387096774194","0.6","0.9016786570743404","0.8872901678657075","0.9295774647887324","0.9366197183098592","0.859375","0.90625","0.8978494623655914","0.9086021505376344","0.64","0.64"
"fragrant-sweep-17","finished","gpu1a","0.8746987951807229","0.8345323741007195","","mipafdpd","2025-04-09T16:40:06.000Z","8","0.00001","128","3","true","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.8802816901408451","0.78125","0.8548387096774194","0.56","0.9088729016786572","0.8920863309352518","0.9225352112676056","0.9366197183098592","0.84375","0.859375","0.9032258064516128","0.9247311827956988","0.76","0.76"
"pretty-sweep-25","finished","gpu1c","0.8963855421686747","0.8321342925659473","","9wjldqee","2025-04-20T02:58:18.000Z","10","0.00002","256","1","false","aari1995/German_Semantic_STS_V2","0.1","0.8661971830985915","0.765625","0.8655913978494624","0.56","0.9280575539568344","0.9064748201438848","0.9295774647887324","0.9295774647887324","0.890625","0.921875","0.9193548387096774","0.946236559139785","0.72","0.8"
"woven-sweep-34","finished","gpu1c","0.8722891566265061","0.829736211031175","","ak2z8i3c","2025-04-21T18:44:23.000Z","10","0.00002","256","2","false","aari1995/German_Semantic_STS_V2","0.15","0.8661971830985915","0.75","0.8602150537634409","0.6","0.9232613908872902","0.8992805755395683","0.9154929577464788","0.9366197183098592","0.859375","0.890625","0.9193548387096774","0.935483870967742","0.76","0.84"
"genial-sweep-30","finished","gpu1d","0.9036144578313252","0.8273381294964028","","s2vw118a","2025-04-21T01:40:26.000Z","10","0.00003","256","1","false","aari1995/German_Semantic_STS_V2","0.15","0.8380281690140845","0.796875","0.8655913978494624","0.56","0.9376498800959232","0.9160671462829736","0.9366197183098592","0.9577464788732394","0.890625","0.9375","0.9408602150537636","0.956989247311828","0.68","0.68"
"honest-sweep-5","finished","gpu1c","0.8987951807228916","0.8225419664268585","","x2puop5o","2025-04-08T08:40:33.000Z","12","0.00001","128","2","false","aari1995/German_Semantic_STS_V2","0.15","0.8450704225352113","0.734375","0.8548387096774194","0.68","0.8992805755395683","0.8776978417266187","0.8873239436619719","0.9154929577464788","0.828125","0.859375","0.9086021505376344","0.913978494623656","0.72","0.8"
"efficient-sweep-9","finished","gpu1a","0.891566265060241","0.8225419664268585","","d8c13o3k","2025-04-15T17:48:49.000Z","10","0.00002","256","1","true","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.8450704225352113","0.703125","0.8817204301075269","0.56","0.9232613908872902","0.9112709832134293","0.9154929577464788","0.9225352112676056","0.859375","0.875","0.9408602150537636","0.956989247311828","0.8","0.8"
"daily-sweep-18","finished","gpu1b","0.8698795180722891","0.8201438848920863","","1a9gbxoy","2025-04-07T16:17:24.000Z","12","0.00001","128","1","false","aari1995/German_Semantic_STS_V2","0.15","0.8380281690140845","0.796875","0.8387096774193549","0.64","0.9280575539568344","0.8992805755395683","0.9154929577464788","0.9295774647887324","0.875","0.90625","0.9247311827956988","0.9516129032258064","0.68","0.8"
"smart-sweep-24","finished","gpu1b","0.8506024096385543","0.8201438848920863","","np7sht7r","2025-04-20T01:37:16.000Z","10","0.00003","256","3","true","deutsche-telekom/gbert-large-paraphrase-euclidean","0.15","0.8661971830985915","0.703125","0.8602150537634409","0.56","0.8968824940047961","0.8848920863309353","0.9154929577464788","0.9154929577464788","0.796875","0.828125","0.913978494623656","0.9247311827956988","0.72","0.76"
"feasible-sweep-26","finished","gpu1b","0.8746987951807229","0.815347721822542","","ijulipno","2025-04-11T11:33:49.000Z","8","0.00001","256","1","false","aari1995/German_Semantic_STS_V2","0.15","0.8380281690140845","0.71875","0.8655913978494624","0.56","0.8992805755395683","0.882494004796163","0.9014084507042254","0.9014084507042254","0.828125","0.875","0.913978494623656","0.9247311827956988","0.68","0.76"
"stellar-sweep-41","finished","gpu1c","0.8963855421686747","0.8105515587529976","","uxz308mq","2025-04-13T22:43:22.000Z","8","0.00001","128","1","false","aari1995/German_Semantic_STS_V2","0.15","0.8309859154929577","0.734375","0.8548387096774194","0.56","0.8992805755395683","0.8896882494004796","0.8873239436619719","0.8873239436619719","0.890625","0.890625","0.9301075268817204","0.935483870967742","0.6","0.72"
"comfy-sweep-22","finished","gpu1b","0.8771084337349397","0.8105515587529976","","p3hyuc6q","2025-04-19T12:42:34.000Z","10","0.00003","256","3","true","aari1995/German_Semantic_STS_V2","0.15","0.823943661971831","0.6875","0.8602150537634409","0.68","0.9160671462829736","0.894484412470024","0.8943661971830986","0.9225352112676056","0.859375","0.875","0.9247311827956988","0.935483870967742","0.76","0.84"
"crimson-sweep-33","finished","gpu1b","0.9036144578313252","0.8009592326139089","","ytdu094x","2025-04-21T18:35:41.000Z","10","0.00002","256","2","false","aari1995/German_Semantic_STS_V2","0.1","0.8380281690140845","0.703125","0.8494623655913979","0.48","0.9088729016786572","0.8848920863309353","0.9014084507042254","0.9154929577464788","0.796875","0.84375","0.9301075268817204","0.946236559139785","0.68","0.76"
"astral-sweep-2","finished","gpu1b","0.8891566265060241","0.7961630695443646","","v8lmahpc","2025-04-14T14:38:42.000Z","10","0.00002","256","1","true","aari1995/German_Semantic_STS_V2","0.15","0.852112676056338","0.734375","0.8279569892473119","0.4","0.9040767386091128","0.8896882494004796","0.8943661971830986","0.9014084507042254","0.890625","0.90625","0.9193548387096774","0.935483870967742","0.64","0.68"
"earthy-sweep-28","finished","gpu1a","0.8506024096385543","0.7913669064748201","","9oxr1skl","2025-04-20T16:41:23.000Z","10","0.00002","256","1","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.15","0.8309859154929577","0.71875","0.8172043010752689","0.56","0.9088729016786572","0.8896882494004796","0.9154929577464788","0.9295774647887324","0.796875","0.84375","0.935483870967742","0.946236559139785","0.64","0.68"
"sleek-sweep-32","finished","gpu1a","0.8385542168674699","0.7841726618705036","","rt8tm573","2025-04-21T10:45:38.000Z","10","0.00003","256","1","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.15","0.8380281690140845","0.703125","0.8118279569892473","0.48","0.9016786570743404","0.8848920863309353","0.9154929577464788","0.9225352112676056","0.84375","0.859375","0.9032258064516128","0.9247311827956988","0.68","0.72"
"copper-sweep-30","finished","gpu1c","0.8506024096385543","0.7817745803357314","","u06fr6vh","2025-04-12T02:34:10.000Z","8","0.00001","256","2","false","aari1995/German_Semantic_STS_V2","0.1","0.8380281690140845","0.703125","0.8064516129032258","0.48","0.8968824940047961","0.8729016786570744","0.9014084507042254","0.9154929577464788","0.828125","0.859375","0.8924731182795699","0.913978494623656","0.68","0.76"
"brisk-sweep-17","finished","gpu1c","0.8216867469879519","0.7745803357314148","","19x96hwf","2025-04-07T16:17:24.000Z","12","0.00001","256","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.8450704225352113","0.765625","0.7741935483870968","0.4","0.9016786570743404","0.8657074340527577","0.908450704225352","0.9225352112676056","0.828125","0.90625","0.8763440860215054","0.9086021505376344","0.64","0.72"
"glowing-sweep-39","finished","gpu1a","0.8506024096385543","0.7697841726618705","","phmuppnt","2025-04-13T16:38:19.000Z","8","0.00001","128","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.8732394366197183","0.671875","0.7741935483870968","0.4","0.9112709832134293","0.8657074340527577","0.9014084507042254","0.9154929577464788","0.796875","0.859375","0.8924731182795699","0.9408602150537636","0.64","0.8"
"polar-sweep-12","finished","gpu1a","0.8144578313253013","0.7697841726618705","","9ddssml9","2025-04-07T16:17:14.000Z","12","0.00001","256","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","0.8450704225352113","0.640625","0.7956989247311828","0.48","0.86810551558753","0.8393285371702638","0.9014084507042254","0.9225352112676056","0.796875","0.84375","0.8333333333333334","0.8655913978494624","0.64","0.64"
"gallant-sweep-26","finished","gpu1b","0.8602409638554217","0.7697841726618705","","lao15v1n","2025-04-20T13:14:38.000Z","10","0.00002","256","1","false","aari1995/German_Semantic_STS_V2","0.15","0.7676056338028169","0.6875","0.8440860215053764","0.44","0.8872901678657075","0.86810551558753","0.8591549295774648","0.8873239436619719","0.859375","0.890625","0.913978494623656","0.9247311827956988","0.6","0.6"
"lemon-sweep-34","finished","gpu1b","0.7493975903614458","0.7146282973621103","","7t71vw42","2025-04-12T08:03:48.000Z","12","0.00003","128","2","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","0.15","0.7676056338028169","0.640625","0.7150537634408602","0.6","0.7841726618705036","0.7673860911270983","0.823943661971831","0.8450704225352113","0.75","0.765625","0.7419354838709677","0.7580645161290323","0.68","0.68"
"good-sweep-20","finished","gpu1b","0.7493975903614458","0.6930455635491607","","k72tqmir","2025-04-10T10:21:46.000Z","12","0.00003","128","1","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","0.15","0.7535211267605634","0.65625","0.6881720430107527","0.48","0.8321342925659473","0.7961630695443646","0.852112676056338","0.8732394366197183","0.765625","0.828125","0.7903225806451613","0.8172043010752689","0.6","0.72"
"expert-sweep-13","finished","gpu8a","0.7253012048192771","0.6834532374100719","","16b0ind0","2025-04-09T15:07:13.000Z","8","0.00003","256","2","true","T-Systems-onsite/german-roberta-sentence-transformer-v2","0.1","0.7605633802816901","0.578125","0.6935483870967742","0.44","0.7721822541966427","0.750599520383693","0.8098591549295775","0.823943661971831","0.6875","0.6875","0.7365591397849462","0.7580645161290323","0.68","0.8"
"summer-sweep-9","finished","gpu1d","0.6771084337349398","0.6330935251798561","","1rhkbxfs","2025-04-07T20:00:53.000Z","12","0.00003","256","2","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","0.15","0.7183098591549296","0.5625","0.6021505376344086","0.56","0.7745803357314148","0.7458033573141487","0.8169014084507042","0.8380281690140845","0.59375","0.640625","0.7419354838709677","0.7741935483870968","0.76","0.76"
